[METADATA]
Name: brd14051
Dimension: 14051

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
6701: (4980, 10123)
6702: (4981, 2921)
6703: (4981, 3232)
6704: (4981, 4381)
6705: (4981, 6524)
6706: (4981, 8350)
6707: (4981, 8749)
6708: (4982, 4718)
6709: (4982, 4901)
6710: (4982, 5429)
6711: (4982, 8073)
6712: (4982, 8266)
6713: (4982, 8425)
6714: (4982, 9454)
6715: (4983, 4341)
6716: (4983, 4631)
6717: (4983, 10175)
6718: (4983, 10690)
6719: (4984, 5606)
6720: (4985, 7143)
6721: (4985, 10752)
6722: (4986, 5470)
6723: (4986, 10312)
6724: (4987, 2805)
6725: (4987, 3743)
6726: (4987, 5844)
6727: (4987, 6566)
6728: (4987, 8409)
6729: (4987, 9549)
6730: (4988, 4107)
6731: (4988, 4444)
6732: (4988, 6795)
6733: (4988, 7490)
6734: (4988, 7882)
6735: (4988, 9068)
6736: (4989, 3111)
6737: (4989, 4179)
6738: (4989, 4685)
6739: (4989, 5558)
6740: (4989, 5704)
6741: (4989, 6346)
6742: (4989, 6615)
6743: (4989, 9736)
6744: (4989, 9773)
6745: (4989, 10070)
6746: (4989, 10638)
6747: (4990, 5780)
6748: (4990, 7364)
6749: (4990, 8919)
6750: (4990, 10501)
6751: (4991, 3170)
6752: (4991, 4784)
6753: (4991, 5627)
6754: (4991, 5628)
6755: (4991, 10275)
6756: (4992, 4008)
6757: (4992, 6900)
6758: (4992, 7407)
6759: (4992, 10173)
6760: (4992, 10782)
6761: (4993, 4246)
6762: (4993, 6125)
6763: (4993, 8162)
6764: (4994, 2816)
6765: (4994, 4498)
6766: (4994, 4663)
6767: (4994, 10094)
6768: (4995, 5127)
6769: (4995, 5396)
6770: (4995, 9729)
6771: (4995, 10422)
6772: (4996, 3858)
6773: (4996, 5001)
6774: (4996, 5158)
6775: (4996, 5590)
6776: (4996, 7741)
6777: (4996, 8017)
6778: (4997, 6264)
6779: (4997, 7983)
6780: (4997, 9628)
6781: (4998, 5985)
6782: (4998, 10527)
6783: (4999, 3144)
6784: (4999, 3274)
6785: (4999, 3716)
6786: (4999, 5590)
6787: (4999, 5642)
6788: (4999, 6194)
6789: (4999, 6684)
6790: (4999, 8885)
6791: (4999, 9211)
6792: (4999, 10485)
6793: (5000, 3015)
6794: (5000, 5860)
6795: (5000, 7246)
6796: (5000, 7592)
6797: (5000, 10016)
6798: (5001, 4344)
6799: (5001, 5732)
6800: (5001, 10045)
6801: (5002, 3475)
6802: (5002, 3950)
6803: (5002, 4143)
6804: (5003, 2869)
6805: (5003, 9143)
6806: (5003, 10444)
6807: (5004, 5024)
6808: (5004, 6726)
6809: (5004, 10397)
6810: (5005, 6766)
6811: (5005, 7643)
6812: (5005, 8463)
6813: (5005, 8535)
6814: (5006, 4702)
6815: (5006, 5097)
6816: (5006, 5293)
6817: (5007, 2990)
6818: (5007, 6836)
6819: (5007, 6917)
6820: (5008, 2955)
6821: (5008, 3039)
6822: (5008, 3920)
6823: (5008, 4839)
6824: (5008, 5434)
6825: (5008, 5457)
6826: (5008, 5840)
6827: (5008, 7021)
6828: (5009, 7698)
6829: (5009, 9777)
6830: (5010, 3868)
6831: (5010, 4227)
6832: (5010, 4847)
6833: (5010, 4889)
6834: (5010, 5897)
6835: (5010, 6637)
6836: (5010, 9806)
6837: (5010, 10474)
6838: (5011, 4049)
6839: (5011, 6299)
6840: (5012, 5180)
6841: (5012, 8784)
6842: (5012, 9956)
6843: (5013, 3206)
6844: (5013, 4066)
6845: (5013, 7313)
6846: (5013, 7574)
6847: (5013, 7828)
6848: (5013, 10149)
6849: (5014, 3060)
6850: (5014, 3442)
6851: (5014, 5256)
6852: (5014, 8608)
6853: (5014, 10591)
6854: (5015, 8676)
6855: (5015, 9109)
6856: (5015, 10201)
6857: (5016, 4269)
6858: (5016, 5957)
6859: (5016, 6404)
6860: (5016, 8238)
6861: (5016, 9766)
6862: (5017, 5433)
6863: (5017, 5665)
6864: (5017, 6970)
6865: (5017, 10213)
6866: (5017, 10765)
6867: (5018, 5541)
6868: (5018, 8318)
6869: (5018, 9831)
6870: (5019, 6058)
6871: (5019, 6076)
6872: (5019, 8067)
6873: (5019, 9733)
6874: (5019, 10412)
6875: (5019, 10708)
6876: (5020, 3394)
6877: (5020, 10183)
6878: (5020, 10521)
6879: (5021, 5708)
6880: (5021, 7083)
6881: (5021, 7788)
6882: (5021, 8150)
6883: (5022, 2908)
6884: (5022, 3100)
6885: (5022, 4189)
6886: (5023, 8733)
6887: (5024, 6100)
6888: (5024, 7434)
6889: (5024, 9441)
6890: (5025, 7190)
6891: (5025, 7515)
6892: (5025, 8085)
6893: (5025, 9610)
6894: (5025, 10504)
6895: (5026, 4121)
6896: (5026, 10163)
6897: (5027, 3625)
6898: (5027, 5425)
6899: (5027, 6138)
6900: (5027, 9749)
6901: (5028, 3252)
6902: (5028, 3254)
6903: (5028, 4319)
6904: (5028, 5142)
6905: (5028, 5576)
6906: (5028, 6583)
6907: (5028, 9873)
6908: (5029, 7867)
6909: (5030, 3252)
6910: (5030, 4089)
6911: (5030, 4735)
6912: (5030, 5623)
6913: (5030, 5761)
6914: (5030, 6006)
6915: (5031, 5181)
6916: (5031, 5622)
6917: (5031, 9911)
6918: (5032, 3042)
6919: (5032, 3521)
6920: (5032, 4554)
6921: (5032, 5197)
6922: (5032, 7895)
6923: (5033, 9744)
6924: (5034, 4467)
6925: (5035, 3116)
6926: (5035, 9303)
6927: (5036, 6505)
6928: (5036, 7421)
6929: (5036, 9956)
6930: (5036, 10656)
6931: (5037, 4387)
6932: (5037, 6211)
6933: (5038, 5887)
6934: (5038, 7114)
6935: (5038, 9254)
6936: (5038, 9575)
6937: (5038, 10119)
6938: (5039, 5642)
6939: (5039, 8847)
6940: (5039, 9850)
6941: (5039, 10044)
6942: (5040, 5777)
6943: (5040, 7241)
6944: (5041, 3660)
6945: (5041, 6154)
6946: (5041, 6919)
6947: (5041, 7344)
6948: (5041, 7932)
6949: (5041, 10005)
6950: (5041, 10546)
6951: (5042, 4676)
6952: (5042, 4768)
6953: (5042, 8427)
6954: (5044, 2955)
6955: (5044, 3610)
6956: (5044, 3738)
6957: (5044, 4428)
6958: (5044, 5279)
6959: (5044, 5534)
6960: (5044, 6441)
6961: (5044, 7958)
6962: (5044, 9795)
6963: (5044, 10258)
6964: (5044, 10364)
6965: (5044, 10452)
6966: (5045, 4280)
6967: (5045, 5382)
6968: (5045, 7623)
6969: (5045, 9326)
6970: (5045, 10415)
6971: (5046, 3782)
6972: (5046, 5360)
6973: (5046, 6723)
6974: (5046, 6804)
6975: (5046, 8579)
6976: (5047, 3852)
6977: (5047, 3888)
6978: (5047, 4046)
6979: (5047, 9993)
6980: (5048, 2821)
6981: (5048, 3508)
6982: (5048, 4225)
6983: (5048, 8141)
6984: (5048, 9932)
6985: (5050, 4077)
6986: (5050, 4358)
6987: (5050, 5713)
6988: (5050, 8202)
6989: (5050, 9383)
6990: (5050, 10064)
6991: (5050, 10221)
6992: (5050, 10692)
6993: (5051, 2842)
6994: (5051, 8173)
6995: (5051, 9604)
6996: (5052, 3638)
6997: (5052, 4716)
6998: (5052, 4902)
6999: (5052, 5477)
7000: (5053, 5441)
7001: (5053, 10477)
7002: (5054, 7940)
7003: (5054, 8398)
7004: (5054, 8666)
7005: (5054, 8970)
7006: (5054, 10303)
7007: (5055, 3152)
7008: (5055, 6236)
7009: (5055, 9041)
7010: (5055, 10430)
7011: (5056, 4134)
7012: (5056, 4866)
7013: (5056, 7814)
7014: (5056, 9006)
7015: (5057, 5290)
7016: (5057, 7723)
7017: (5057, 8720)
7018: (5057, 8788)
7019: (5057, 10094)
7020: (5057, 10765)
7021: (5058, 3043)
7022: (5058, 6122)
7023: (5058, 6874)
7024: (5058, 8528)
7025: (5058, 9769)
7026: (5058, 10248)
7027: (5059, 3293)
7028: (5059, 4788)
7029: (5059, 9534)
7030: (5059, 9632)
7031: (5059, 10173)
7032: (5060, 4164)
7033: (5060, 4996)
7034: (5060, 8486)
7035: (5061, 3993)
7036: (5061, 4594)
7037: (5061, 7063)
7038: (5061, 9526)
7039: (5061, 10048)
7040: (5062, 5224)
7041: (5062, 5359)
7042: (5062, 10346)
7043: (5063, 6073)
7044: (5063, 8934)
7045: (5064, 6741)
7046: (5064, 7459)
7047: (5064, 7856)
7048: (5064, 9426)
7049: (5065, 7284)
7050: (5065, 7543)
7051: (5066, 8277)
7052: (5067, 4569)
7053: (5067, 7795)
7054: (5067, 7893)
7055: (5067, 9376)
7056: (5068, 4662)
7057: (5068, 7874)
7058: (5068, 10654)
7059: (5069, 3363)
7060: (5069, 3428)
7061: (5069, 4507)
7062: (5069, 5113)
7063: (5069, 5561)
7064: (5069, 6992)
7065: (5069, 9916)
7066: (5070, 4316)
7067: (5070, 7490)
7068: (5070, 10585)
7069: (5071, 3319)
7070: (5071, 8133)
7071: (5071, 8430)
7072: (5072, 2968)
7073: (5072, 3664)
7074: (5072, 4068)
7075: (5072, 5062)
7076: (5072, 6007)
7077: (5072, 6383)
7078: (5073, 3005)
7079: (5073, 3834)
7080: (5073, 7909)
7081: (5073, 10429)
7082: (5074, 2930)
7083: (5074, 4293)
7084: (5074, 6676)
7085: (5074, 7862)
7086: (5074, 9854)
7087: (5074, 10128)
7088: (5075, 3692)
7089: (5075, 7965)
7090: (5076, 5497)
7091: (5076, 5704)
7092: (5076, 9082)
7093: (5077, 5740)
7094: (5077, 7714)
7095: (5077, 7744)
7096: (5077, 9881)
7097: (5078, 4538)
7098: (5078, 4649)
7099: (5078, 7974)
7100: (5079, 5603)
7101: (5079, 8168)
7102: (5080, 3518)
7103: (5080, 3584)
7104: (5080, 3970)
7105: (5080, 4272)
7106: (5080, 6167)
7107: (5080, 7382)
7108: (5080, 7595)
7109: (5080, 9826)
7110: (5080, 9928)
7111: (5081, 3096)
7112: (5081, 3620)
7113: (5081, 5011)
7114: (5081, 5538)
7115: (5082, 5195)
7116: (5082, 6327)
7117: (5082, 8031)
7118: (5082, 8226)
7119: (5082, 8716)
7120: (5082, 9334)
7121: (5083, 3030)
7122: (5083, 3767)
7123: (5083, 5353)
7124: (5083, 5538)
7125: (5083, 6951)
7126: (5083, 7839)
7127: (5083, 9198)
7128: (5083, 10523)
7129: (5084, 7855)
7130: (5084, 10485)
7131: (5085, 3155)
7132: (5085, 7074)
7133: (5085, 10320)
7134: (5086, 3483)
7135: (5086, 4075)
7136: (5086, 6667)
7137: (5086, 7641)
7138: (5086, 9791)
7139: (5087, 6627)
7140: (5087, 9173)
7141: (5087, 10144)
7142: (5087, 10551)
7143: (5088, 3245)
7144: (5088, 3356)
7145: (5088, 4314)
7146: (5088, 5941)
7147: (5088, 7681)
7148: (5088, 10156)
7149: (5089, 2863)
7150: (5089, 3738)
7151: (5089, 3892)
7152: (5089, 5891)
7153: (5089, 6280)
7154: (5089, 7907)
7155: (5089, 8294)
7156: (5089, 8472)
7157: (5089, 9643)
7158: (5089, 10070)
7159: (5090, 6584)
7160: (5090, 7158)
7161: (5090, 8984)
7162: (5090, 10382)
7163: (5091, 3091)
7164: (5091, 4183)
7165: (5091, 4429)
7166: (5091, 7942)
7167: (5091, 8635)
7168: (5091, 9771)
7169: (5092, 3307)
7170: (5092, 4026)
7171: (5092, 4831)
7172: (5092, 9498)
7173: (5092, 10729)
7174: (5093, 7186)
7175: (5093, 7954)
7176: (5093, 10582)
7177: (5094, 4142)
7178: (5094, 9717)
7179: (5095, 4391)
7180: (5095, 8261)
7181: (5095, 8842)
7182: (5095, 10752)
7183: (5096, 3062)
7184: (5096, 5309)
7185: (5096, 5816)
7186: (5096, 5846)
7187: (5096, 6681)
7188: (5096, 9149)
7189: (5097, 9258)
7190: (5097, 9555)
7191: (5098, 3866)
7192: (5098, 4624)
7193: (5098, 5616)
7194: (5098, 6028)
7195: (5098, 6107)
7196: (5098, 8502)
7197: (5098, 10092)
7198: (5099, 8876)
7199: (5099, 10101)
7200: (5099, 10115)
7201: (5100, 4166)
7202: (5100, 4716)
7203: (5100, 5414)
7204: (5100, 6363)
7205: (5100, 7753)
7206: (5100, 7997)
7207: (5100, 8338)
7208: (5101, 4214)
7209: (5101, 5523)
7210: (5101, 5652)
7211: (5101, 6806)
7212: (5101, 8953)
7213: (5101, 10285)
7214: (5102, 8545)
7215: (5102, 8998)
7216: (5103, 5285)
7217: (5103, 6495)
7218: (5103, 7037)
7219: (5103, 7231)
7220: (5103, 7988)
7221: (5104, 3690)
7222: (5104, 4270)
7223: (5104, 5352)
7224: (5104, 6917)
7225: (5104, 7797)
7226: (5105, 2973)
7227: (5105, 4486)
7228: (5105, 5587)
7229: (5105, 10224)
7230: (5106, 8927)
7231: (5106, 10145)
7232: (5106, 10433)
7233: (5107, 7866)
7234: (5107, 8351)
7235: (5107, 10237)
7236: (5108, 4319)
7237: (5108, 5206)
7238: (5108, 5389)
7239: (5108, 10323)
7240: (5108, 10646)
7241: (5109, 3227)
7242: (5109, 3556)
7243: (5109, 4562)
7244: (5109, 4605)
7245: (5109, 5280)
7246: (5110, 3749)
7247: (5110, 4355)
7248: (5110, 4749)
7249: (5110, 4872)
7250: (5110, 5631)
7251: (5111, 3967)
7252: (5111, 9306)
7253: (5111, 10277)
7254: (5112, 5912)
7255: (5113, 3729)
7256: (5113, 10734)
7257: (5114, 3263)
7258: (5114, 3638)
7259: (5114, 4282)
7260: (5114, 4298)
7261: (5114, 5153)
7262: (5114, 5247)
7263: (5114, 10522)
7264: (5115, 6768)
7265: (5115, 7932)
7266: (5115, 8380)
7267: (5115, 9054)
7268: (5115, 10095)
7269: (5116, 4099)
7270: (5116, 5537)
7271: (5116, 7131)
7272: (5116, 7829)
7273: (5116, 8577)
7274: (5116, 8782)
7275: (5116, 9856)
7276: (5116, 9909)
7277: (5117, 4060)
7278: (5117, 4586)
7279: (5117, 5159)
7280: (5117, 5210)
7281: (5117, 6854)
7282: (5117, 7614)
7283: (5117, 9206)
7284: (5117, 9941)
7285: (5117, 10765)
7286: (5118, 2868)
7287: (5118, 5239)
7288: (5119, 4525)
7289: (5119, 5774)
7290: (5119, 6454)
7291: (5119, 10463)
7292: (5119, 10488)
7293: (5119, 10673)
7294: (5120, 3154)
7295: (5120, 3167)
7296: (5120, 3377)
7297: (5120, 4544)
7298: (5120, 4774)
7299: (5120, 5458)
7300: (5120, 10111)
7301: (5121, 2899)
7302: (5121, 9962)
7303: (5122, 3107)
7304: (5122, 10269)
7305: (5123, 4690)
7306: (5123, 6105)
7307: (5124, 3464)
7308: (5124, 3787)
7309: (5124, 3934)
7310: (5124, 6553)
7311: (5124, 6641)
7312: (5124, 8003)
7313: (5124, 10396)
7314: (5125, 3246)
7315: (5125, 8400)
7316: (5125, 8438)
7317: (5125, 9490)
7318: (5125, 9986)
7319: (5125, 10024)
7320: (5126, 3997)
7321: (5126, 4447)
7322: (5126, 5098)
7323: (5126, 7292)
7324: (5126, 9795)
7325: (5127, 5132)
7326: (5127, 8095)
7327: (5127, 9756)
7328: (5128, 2946)
7329: (5128, 4958)
7330: (5129, 4084)
7331: (5129, 5061)
7332: (5129, 8031)
7333: (5129, 10312)
7334: (5129, 10748)
7335: (5130, 2840)
7336: (5130, 3007)
7337: (5130, 3084)
7338: (5130, 6266)
7339: (5130, 6823)
7340: (5130, 6955)
7341: (5130, 8690)
7342: (5130, 9237)
7343: (5131, 4020)
7344: (5131, 5382)
7345: (5131, 5674)
7346: (5131, 6397)
7347: (5131, 7473)
7348: (5131, 7946)
7349: (5131, 10357)
7350: (5132, 5139)
7351: (5132, 5445)
7352: (5133, 3236)
7353: (5133, 3591)
7354: (5133, 3714)
7355: (5133, 7797)
7356: (5134, 2787)
7357: (5134, 5038)
7358: (5134, 6354)
7359: (5134, 6927)
7360: (5134, 9842)
7361: (5134, 10421)
7362: (5135, 3526)
7363: (5135, 3811)
7364: (5135, 4225)
7365: (5135, 8866)
7366: (5135, 9360)
7367: (5135, 10610)
7368: (5136, 5605)
7369: (5136, 6023)
7370: (5136, 7469)
7371: (5136, 8961)
7372: (5136, 10718)
7373: (5137, 5559)
7374: (5137, 8499)
7375: (5137, 8893)
7376: (5137, 9023)
7377: (5137, 9392)
7378: (5137, 9887)
7379: (5137, 10185)
7380: (5138, 3610)
7381: (5138, 4261)
7382: (5138, 9643)
7383: (5138, 10134)
7384: (5139, 4122)
7385: (5139, 6194)
7386: (5139, 6328)
7387: (5139, 8317)
7388: (5139, 9294)
7389: (5139, 9420)
7390: (5139, 9753)
7391: (5140, 4322)
7392: (5140, 5810)
7393: (5140, 5852)
7394: (5140, 6251)
7395: (5140, 7965)
7396: (5140, 10261)
7397: (5141, 4150)
7398: (5141, 4197)
7399: (5141, 4532)
7400: (5141, 7094)
7401: (5141, 10218)
7402: (5142, 5517)
7403: (5142, 8002)
7404: (5142, 8369)
7405: (5142, 9132)
7406: (5143, 4363)
7407: (5143, 5941)
7408: (5143, 6106)
7409: (5144, 3885)
7410: (5144, 7620)
7411: (5144, 10404)
7412: (5145, 3532)
7413: (5145, 5385)
7414: (5145, 9840)
7415: (5145, 10048)
7416: (5146, 8468)
7417: (5146, 9817)
7418: (5146, 10490)
7419: (5147, 6229)
7420: (5147, 8094)
7421: (5147, 9855)
7422: (5147, 10153)
7423: (5147, 10670)
7424: (5148, 3164)
7425: (5148, 5565)
7426: (5148, 10459)
7427: (5149, 3752)
7428: (5149, 4504)
7429: (5149, 4716)
7430: (5149, 4744)
7431: (5149, 4858)
7432: (5149, 5194)
7433: (5149, 5344)
7434: (5149, 7419)
7435: (5149, 8452)
7436: (5149, 9173)
7437: (5149, 9720)
7438: (5149, 9949)
7439: (5149, 10345)
7440: (5150, 3334)
7441: (5150, 4225)
7442: (5150, 5237)
7443: (5150, 5765)
7444: (5151, 4271)
7445: (5151, 9106)
7446: (5152, 3056)
7447: (5152, 3779)
7448: (5152, 6397)
7449: (5153, 3955)
7450: (5153, 5072)
7451: (5153, 7770)
7452: (5153, 8548)
7453: (5154, 5011)
7454: (5154, 5478)
7455: (5154, 8721)
7456: (5154, 8847)
7457: (5154, 8915)
7458: (5154, 10690)
7459: (5155, 3313)
7460: (5155, 6175)
7461: (5155, 7064)
7462: (5155, 7688)
7463: (5155, 8418)
7464: (5155, 8666)
7465: (5156, 4382)
7466: (5156, 5271)
7467: (5156, 7259)
7468: (5156, 8134)
7469: (5156, 8397)
7470: (5157, 3997)
7471: (5157, 4509)
7472: (5157, 8631)
7473: (5157, 8800)
7474: (5157, 9613)
7475: (5157, 10255)
7476: (5158, 3357)
7477: (5158, 3438)
7478: (5158, 3938)
7479: (5158, 4987)
7480: (5158, 7404)
7481: (5158, 8602)
7482: (5159, 3705)
7483: (5159, 4438)
7484: (5159, 4786)
7485: (5159, 6833)
7486: (5159, 10232)
7487: (5160, 3255)
7488: (5160, 3885)
7489: (5160, 5078)
7490: (5160, 6502)
7491: (5160, 6685)
7492: (5160, 9431)
7493: (5161, 3919)
7494: (5161, 4072)
7495: (5161, 7864)
7496: (5161, 8072)
7497: (5161, 10048)
7498: (5161, 10268)
7499: (5162, 5736)
7500: (5162, 7172)
7501: (5163, 3816)
7502: (5163, 4172)
7503: (5163, 4589)
7504: (5163, 4716)
7505: (5163, 6910)
7506: (5163, 9523)
7507: (5163, 10009)
7508: (5163, 10618)
7509: (5164, 3830)
7510: (5164, 5455)
7511: (5164, 9743)
7512: (5164, 10158)
7513: (5164, 10168)
7514: (5165, 5610)
7515: (5165, 6798)
7516: (5165, 10036)
7517: (5165, 10111)
7518: (5166, 5848)
7519: (5167, 3482)
7520: (5167, 3676)
7521: (5167, 7134)
7522: (5167, 9375)
7523: (5167, 9711)
7524: (5168, 9890)
7525: (5169, 3738)
7526: (5169, 4488)
7527: (5169, 6397)
7528: (5169, 7560)
7529: (5170, 3784)
7530: (5170, 4054)
7531: (5170, 4097)
7532: (5170, 7749)
7533: (5170, 8005)
7534: (5170, 8235)
7535: (5170, 8688)
7536: (5170, 9474)
7537: (5170, 10076)
7538: (5171, 4742)
7539: (5171, 7793)
7540: (5172, 3399)
7541: (5172, 3815)
7542: (5172, 6568)
7543: (5172, 9828)
7544: (5173, 3156)
7545: (5173, 6993)
7546: (5173, 8292)
7547: (5175, 3977)
7548: (5175, 4632)
7549: (5175, 5512)
7550: (5175, 7503)
7551: (5175, 9773)
7552: (5175, 10149)
7553: (5176, 5338)
7554: (5176, 5477)
7555: (5176, 10451)
7556: (5177, 4211)
7557: (5177, 5127)
7558: (5177, 6725)
7559: (5178, 2941)
7560: (5178, 4019)
7561: (5178, 4983)
7562: (5178, 6366)
7563: (5178, 8387)
7564: (5179, 4334)
7565: (5179, 9192)
7566: (5179, 10075)
7567: (5179, 10423)
7568: (5180, 5765)
7569: (5180, 7590)
7570: (5180, 8046)
7571: (5181, 3500)
7572: (5181, 6075)
7573: (5181, 7659)
7574: (5181, 8845)
7575: (5181, 9415)
7576: (5182, 2863)
7577: (5182, 5408)
7578: (5182, 10484)
7579: (5183, 4112)
7580: (5183, 6522)
7581: (5183, 6767)
7582: (5183, 9070)
7583: (5184, 4656)
7584: (5184, 5181)
7585: (5184, 6110)
7586: (5184, 7959)
7587: (5185, 9047)
7588: (5185, 9995)
7589: (5186, 3179)
7590: (5186, 4000)
7591: (5186, 4028)
7592: (5186, 5050)
7593: (5186, 5460)
7594: (5186, 8475)
7595: (5187, 4204)
7596: (5187, 4537)
7597: (5187, 9007)
7598: (5188, 3637)
7599: (5188, 5629)
7600: (5188, 5700)
7601: (5188, 10127)
7602: (5189, 3612)
7603: (5189, 4461)
7604: (5189, 4792)
7605: (5189, 9638)
7606: (5190, 2963)
7607: (5190, 7226)
7608: (5190, 9795)
7609: (5190, 9854)
7610: (5191, 3070)
7611: (5191, 3699)
7612: (5191, 4230)
7613: (5191, 6218)
7614: (5191, 7972)
7615: (5191, 8944)
7616: (5191, 10103)
7617: (5192, 5067)
7618: (5192, 5150)
7619: (5192, 6640)
7620: (5192, 7868)
7621: (5192, 9920)
7622: (5192, 10509)
7623: (5193, 3029)
7624: (5193, 3946)
7625: (5193, 6855)
7626: (5193, 7432)
7627: (5193, 7473)
7628: (5194, 3839)
7629: (5194, 3856)
7630: (5194, 4167)
7631: (5194, 5906)
7632: (5194, 6581)
7633: (5194, 8007)
7634: (5194, 10284)
7635: (5194, 10527)
7636: (5195, 3234)
7637: (5195, 4445)
7638: (5195, 4708)
7639: (5195, 5500)
7640: (5195, 7045)
7641: (5195, 7089)
7642: (5195, 8044)
7643: (5195, 10039)
7644: (5196, 3796)
7645: (5196, 8149)
7646: (5196, 10120)
7647: (5197, 3781)
7648: (5197, 4008)
7649: (5197, 4596)
7650: (5197, 5613)
7651: (5199, 2838)
7652: (5199, 3820)
7653: (5199, 3948)
7654: (5199, 5611)
7655: (5199, 10725)
7656: (5200, 4720)
7657: (5200, 6545)
7658: (5201, 3442)
7659: (5201, 5577)
7660: (5201, 6311)
7661: (5201, 9133)
7662: (5201, 9286)
7663: (5202, 4372)
7664: (5202, 6491)
7665: (5202, 7192)
7666: (5202, 8269)
7667: (5202, 9402)
7668: (5203, 3279)
7669: (5203, 3991)
7670: (5203, 4058)
7671: (5203, 5003)
7672: (5203, 5301)
7673: (5204, 2819)
7674: (5204, 2952)
7675: (5204, 3632)
7676: (5204, 3918)
7677: (5204, 4125)
7678: (5204, 4232)
7679: (5204, 4335)
7680: (5204, 6035)
7681: (5204, 10403)
7682: (5205, 8539)
7683: (5205, 10248)
7684: (5206, 3002)
7685: (5206, 5669)
7686: (5206, 7285)
7687: (5206, 7358)
7688: (5206, 7764)
7689: (5206, 10174)
7690: (5207, 3369)
7691: (5207, 6682)
7692: (5207, 10464)
7693: (5207, 10678)
7694: (5208, 2910)
7695: (5208, 5287)
7696: (5208, 8963)
7697: (5208, 9736)
7698: (5209, 3505)
7699: (5209, 6904)
7700: (5209, 8588)
7701: (5210, 9580)
7702: (5211, 3590)
7703: (5211, 3884)
7704: (5211, 5719)
7705: (5211, 5809)
7706: (5211, 6984)
7707: (5211, 7329)
7708: (5211, 7678)
7709: (5211, 8788)
7710: (5211, 8870)
7711: (5211, 9986)
7712: (5212, 4272)
7713: (5212, 4346)
7714: (5212, 4963)
7715: (5212, 7134)
7716: (5212, 10014)
7717: (5213, 3115)
7718: (5213, 5717)
7719: (5213, 8653)
7720: (5213, 9325)
7721: (5213, 10596)
7722: (5214, 2893)
7723: (5214, 3758)
7724: (5214, 5396)
7725: (5214, 5987)
7726: (5214, 6056)
7727: (5214, 7006)
7728: (5214, 8845)
7729: (5214, 9202)
7730: (5214, 9254)
7731: (5214, 9457)
7732: (5215, 5353)
7733: (5215, 6853)
7734: (5215, 9788)
7735: (5216, 4206)
7736: (5216, 7986)
7737: (5216, 9677)
7738: (5217, 2910)
7739: (5217, 4565)
7740: (5217, 6667)
7741: (5217, 8429)
7742: (5217, 9357)
7743: (5217, 9793)
7744: (5217, 10149)
7745: (5217, 10339)
7746: (5218, 4111)
7747: (5218, 5265)
7748: (5218, 5774)
7749: (5218, 6358)
7750: (5218, 6755)
7751: (5218, 6807)
7752: (5218, 7785)
7753: (5218, 9807)
7754: (5219, 3240)
7755: (5219, 7419)
7756: (5219, 8514)
7757: (5219, 9943)
7758: (5220, 3588)
7759: (5220, 8088)
7760: (5221, 3191)
7761: (5222, 5229)
7762: (5222, 6522)
7763: (5222, 9067)
7764: (5223, 3948)
7765: (5224, 2816)
7766: (5224, 6133)
7767: (5225, 3522)
7768: (5225, 3984)
7769: (5226, 3789)
7770: (5226, 3814)
7771: (5226, 8198)
7772: (5226, 10318)
7773: (5227, 3544)
7774: (5228, 9878)
7775: (5228, 10070)
7776: (5229, 4086)
7777: (5229, 4802)
7778: (5229, 6158)
7779: (5229, 6466)
7780: (5229, 7927)
7781: (5229, 9536)
7782: (5229, 9859)
7783: (5230, 4316)
7784: (5230, 4966)
7785: (5230, 10043)
7786: (5231, 3041)
7787: (5231, 5438)
7788: (5231, 5663)
7789: (5231, 6120)
7790: (5231, 6722)
7791: (5231, 8319)
7792: (5232, 4120)
7793: (5232, 4149)
7794: (5232, 9375)
7795: (5232, 9971)
7796: (5233, 2892)
7797: (5233, 2958)
7798: (5233, 3453)
7799: (5233, 3930)
7800: (5233, 4436)
7801: (5233, 5096)
7802: (5233, 7900)
7803: (5233, 8020)
7804: (5233, 10020)
7805: (5234, 4297)
7806: (5234, 4468)
7807: (5234, 5559)
7808: (5234, 5962)
7809: (5234, 7519)
7810: (5234, 8541)
7811: (5235, 5866)
7812: (5235, 7606)
7813: (5235, 8988)
7814: (5236, 4365)
7815: (5236, 7694)
7816: (5236, 9887)
7817: (5236, 10406)
7818: (5237, 3336)
7819: (5237, 4101)
7820: (5237, 4185)
7821: (5237, 4414)
7822: (5237, 5055)
7823: (5237, 5132)
7824: (5237, 5925)
7825: (5237, 8692)
7826: (5237, 10136)
7827: (5238, 6874)
7828: (5238, 9717)
7829: (5239, 3701)
7830: (5239, 4852)
7831: (5239, 4854)
7832: (5239, 5225)
7833: (5239, 6810)
7834: (5239, 6877)
7835: (5239, 7285)
7836: (5239, 8806)
7837: (5240, 2797)
7838: (5240, 9407)
7839: (5240, 10096)
7840: (5240, 10562)
7841: (5241, 4599)
7842: (5241, 10716)
7843: (5242, 2854)
7844: (5242, 3150)
7845: (5242, 6349)
7846: (5242, 10522)
7847: (5243, 4536)
7848: (5243, 4763)
7849: (5243, 6564)
7850: (5243, 7783)
7851: (5244, 6215)
7852: (5244, 6606)
7853: (5244, 7571)
7854: (5244, 7722)
7855: (5244, 8755)
7856: (5244, 9430)
7857: (5245, 8592)
7858: (5245, 10281)
7859: (5246, 3001)
7860: (5246, 3513)
7861: (5246, 4675)
