[METADATA]
Name: d15112
Dimension: 15112

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
7699: (10502, 11905)
7700: (12286, 9813)
7701: (12953, 10462)
7702: (2840, 9952)
7703: (14552, 10753)
7704: (12894, 6881)
7705: (15671, 16795)
7706: (13854, 10639)
7707: (4956, 9891)
7708: (12198, 12338)
7709: (16288, 11142)
7710: (11831, 9094)
7711: (10697, 18412)
7712: (6959, 4616)
7713: (10644, 7229)
7714: (11161, 9930)
7715: (13717, 11623)
7716: (10959, 11450)
7717: (3856, 9759)
7718: (13295, 10085)
7719: (17521, 11411)
7720: (9372, 9771)
7721: (9081, 5865)
7722: (2991, 9666)
7723: (14942, 12286)
7724: (16562, 13680)
7725: (8283, 1310)
7726: (10660, 10343)
7727: (14331, 21074)
7728: (2253, 11448)
7729: (13070, 20253)
7730: (6306, 23286)
7731: (12972, 18950)
7732: (16800, 16150)
7733: (12351, 13748)
7734: (12254, 13557)
7735: (5898, 9800)
7736: (10731, 10421)
7737: (10611, 9808)
7738: (13342, 9937)
7739: (11610, 10549)
7740: (9619, 5824)
7741: (6081, 13199)
7742: (4100, 4165)
7743: (13693, 17258)
7744: (14852, 18841)
7745: (16096, 11978)
7746: (11602, 9375)
7747: (15046, 10890)
7748: (719, 8653)
7749: (11524, 9499)
7750: (5852, 11748)
7751: (10389, 8619)
7752: (16689, 11322)
7753: (10851, 9711)
7754: (10494, 10018)
7755: (15771, 16098)
7756: (14914, 12585)
7757: (6689, 3119)
7758: (13485, 10567)
7759: (13089, 10377)
7760: (11151, 9793)
7761: (7233, 4233)
7762: (14200, 10997)
7763: (15404, 17286)
7764: (11791, 17106)
7765: (15959, 10780)
7766: (6485, 16287)
7767: (6841, 12815)
7768: (9056, 14449)
7769: (11534, 9946)
7770: (9465, 12977)
7771: (4406, 10330)
7772: (9913, 10556)
7773: (14877, 17409)
7774: (12801, 18000)
7775: (14724, 17277)
7776: (16611, 14579)
7777: (14467, 12867)
7778: (13103, 12236)
7779: (12601, 20807)
7780: (11535, 9976)
7781: (3444, 8329)
7782: (15934, 11015)
7783: (11012, 11431)
7784: (5171, 8539)
7785: (2882, 8652)
7786: (13187, 12703)
7787: (4302, 14923)
7788: (15803, 17303)
7789: (13245, 16398)
7790: (14720, 20469)
7791: (15804, 19982)
7792: (876, 8734)
7793: (3637, 8761)
7794: (2696, 8501)
7795: (2167, 8005)
7796: (15733, 13373)
7797: (11884, 12877)
7798: (12591, 20385)
7799: (10729, 16879)
7800: (6514, 21156)
7801: (16618, 16122)
7802: (13675, 16422)
7803: (14095, 22134)
7804: (1101, 8376)
7805: (14715, 14547)
7806: (6154, 17953)
7807: (3843, 10403)
7808: (6616, 6458)
7809: (14285, 12187)
7810: (12738, 10019)
7811: (13758, 10888)
7812: (4347, 9402)
7813: (4924, 6371)
7814: (6268, 8941)
7815: (9271, 12964)
7816: (16048, 15119)
7817: (9123, 19534)
7818: (2103, 9810)
7819: (2271, 9261)
7820: (11766, 10334)
7821: (12587, 10728)
7822: (14269, 14068)
7823: (8054, 21858)
7824: (12054, 11351)
7825: (7527, 410)
7826: (12322, 14549)
7827: (14962, 5195)
7828: (6747, 21442)
7829: (3893, 10082)
7830: (9435, 9214)
7831: (5587, 9806)
7832: (15233, 13275)
7833: (15586, 12686)
7834: (13484, 10049)
7835: (9746, 8927)
7836: (16219, 15264)
7837: (14992, 16435)
7838: (12292, 17674)
7839: (13898, 20028)
7840: (8031, 594)
7841: (15016, 14968)
7842: (5733, 7166)
7843: (13138, 12965)
7844: (12058, 10804)
7845: (2907, 7911)
7846: (12863, 12557)
7847: (10425, 11196)
7848: (3985, 17079)
7849: (8160, 12253)
7850: (6783, 22825)
7851: (6820, 15545)
7852: (11437, 10648)
7853: (3034, 11405)
7854: (16590, 14945)
7855: (13923, 17560)
7856: (11180, 16278)
7857: (11909, 16562)
7858: (7619, 16296)
7859: (3054, 16137)
7860: (4797, 5823)
7861: (3298, 8513)
7862: (3338, 10005)
7863: (4923, 5397)
7864: (832, 11389)
7865: (13661, 17889)
7866: (6878, 16258)
7867: (6656, 8711)
7868: (12691, 19507)
7869: (13637, 14950)
7870: (6123, 19416)
7871: (13719, 16896)
7872: (2805, 10015)
7873: (10726, 9805)
7874: (12929, 11903)
7875: (14746, 10612)
7876: (11820, 10768)
7877: (4361, 13413)
7878: (3903, 8616)
7879: (9294, 12731)
7880: (5001, 13406)
7881: (14030, 12159)
7882: (2252, 9064)
7883: (9713, 7767)
7884: (12729, 12874)
7885: (1410, 9273)
7886: (5402, 23878)
7887: (14432, 11599)
7888: (10295, 7865)
7889: (5947, 6162)
7890: (13520, 14498)
7891: (11535, 9572)
7892: (15110, 16824)
7893: (13430, 10738)
7894: (13086, 11779)
7895: (12279, 14793)
7896: (12284, 12554)
7897: (3930, 10108)
7898: (12077, 18177)
7899: (7659, 20692)
7900: (10301, 15612)
7901: (13499, 14891)
7902: (9846, 20163)
7903: (15692, 20932)
7904: (18011, 12751)
7905: (11262, 12469)
7906: (17527, 11853)
7907: (11960, 13310)
7908: (14270, 13769)
7909: (12464, 13382)
7910: (11597, 11178)
7911: (12732, 10990)
7912: (11984, 11567)
7913: (13275, 21670)
7914: (13081, 13203)
7915: (11938, 13631)
7916: (11490, 13973)
7917: (6405, 4991)
7918: (16166, 19176)
7919: (12055, 14066)
7920: (11232, 14034)
7921: (12952, 11307)
7922: (3050, 8964)
7923: (4740, 1561)
7924: (13198, 17341)
7925: (11918, 10082)
7926: (15288, 16555)
7927: (4758, 9794)
7928: (5753, 15023)
7929: (3292, 7233)
7930: (3938, 16749)
7931: (15375, 15026)
7932: (8659, 21215)
7933: (3281, 675)
7934: (4768, 7847)
7935: (2236, 8161)
7936: (11995, 10026)
7937: (2575, 8050)
7938: (14241, 17330)
7939: (14646, 15443)
7940: (6752, 22651)
7941: (7000, 5285)
7942: (15234, 19937)
7943: (10146, 20016)
7944: (13708, 10174)
7945: (4889, 4298)
7946: (7573, 20501)
7947: (14645, 5663)
7948: (7390, 21707)
7949: (6531, 21242)
7950: (7396, 12075)
7951: (13382, 2827)
7952: (12675, 17139)
7953: (11024, 10912)
7954: (2711, 10862)
7955: (14859, 22643)
7956: (12182, 19716)
7957: (16184, 11432)
7958: (4836, 16493)
7959: (3820, 6798)
7960: (3311, 7058)
7961: (7375, 8102)
7962: (5491, 10477)
7963: (4305, 9182)
7964: (16942, 12695)
7965: (16484, 11399)
7966: (13307, 3818)
7967: (14787, 21164)
7968: (7696, 22574)
7969: (11534, 15338)
7970: (14078, 20683)
7971: (13732, 5319)
7972: (5652, 10167)
7973: (3945, 9001)
7974: (14820, 12006)
7975: (15981, 12056)
7976: (1693, 7619)
7977: (2376, 7900)
7978: (9801, 7180)
7979: (3012, 9207)
7980: (8084, 3536)
7981: (4279, 7484)
7982: (7364, 20745)
7983: (8154, 21168)
7984: (8038, 22303)
7985: (3798, 8373)
7986: (7621, 4332)
7987: (14695, 12488)
7988: (5285, 7085)
7989: (1760, 7479)
7990: (3729, 17330)
7991: (11589, 17465)
7992: (1530, 6739)
7993: (10866, 9986)
7994: (11023, 11969)
7995: (11447, 17154)
7996: (11615, 15075)
7997: (11350, 9950)
7998: (4203, 15333)
7999: (12751, 9583)
8000: (7456, 22055)
8001: (5185, 663)
8002: (5681, 19008)
8003: (5013, 3149)
8004: (11050, 10860)
8005: (14166, 13032)
8006: (14944, 21241)
8007: (15686, 14476)
8008: (15711, 11000)
8009: (12863, 11631)
8010: (10237, 17314)
8011: (15496, 14121)
8012: (3901, 10388)
8013: (14384, 14796)
8014: (16261, 18519)
8015: (16065, 19944)
8016: (10370, 19130)
8017: (13260, 18789)
8018: (7606, 11060)
8019: (15817, 18877)
8020: (6578, 4660)
8021: (11407, 8575)
8022: (14565, 15438)
8023: (4997, 6544)
8024: (4864, 7555)
8025: (11072, 18565)
8026: (11010, 9672)
8027: (3392, 5278)
8028: (12348, 14971)
8029: (5560, 15378)
8030: (15838, 14407)
8031: (15979, 14194)
8032: (15388, 19097)
8033: (5995, 18574)
8034: (11485, 20252)
8035: (10493, 17273)
8036: (9501, 20245)
8037: (10984, 19081)
8038: (10962, 18798)
8039: (13164, 14945)
8040: (11062, 20239)
8041: (15502, 19985)
8042: (11990, 14497)
8043: (10863, 19861)
8044: (10284, 18496)
8045: (12036, 19003)
8046: (11902, 19906)
8047: (9157, 19678)
8048: (10444, 17443)
8049: (2043, 7469)
8050: (17798, 11059)
8051: (11280, 16992)
8052: (10038, 16561)
8053: (3542, 12006)
8054: (9517, 16900)
8055: (11600, 16029)
8056: (9319, 18533)
8057: (14612, 15085)
8058: (9755, 20137)
8059: (16068, 16810)
8060: (6759, 15566)
8061: (13076, 21681)
8062: (3241, 13761)
8063: (7502, 14234)
8064: (6782, 14266)
8065: (10834, 16802)
8066: (13086, 20700)
8067: (15018, 20867)
8068: (13984, 14996)
8069: (8873, 7697)
8070: (840, 8738)
8071: (9009, 18310)
8072: (3382, 13268)
8073: (3281, 15797)
8074: (13366, 15987)
8075: (13696, 12591)
8076: (7344, 22340)
8077: (13395, 14934)
8078: (14770, 20547)
8079: (12235, 20219)
8080: (13863, 21648)
8081: (9253, 18885)
8082: (3061, 19518)
8083: (9309, 21573)
8084: (6472, 22810)
8085: (8902, 19555)
8086: (7292, 21103)
8087: (12011, 18388)
8088: (15465, 20909)
8089: (13281, 15108)
8090: (14654, 18712)
8091: (14649, 11822)
8092: (9521, 14292)
8093: (9894, 19186)
8094: (2905, 8730)
8095: (6353, 7453)
8096: (12459, 12125)
8097: (524, 8797)
8098: (15914, 18485)
8099: (10439, 19587)
8100: (12715, 12534)
8101: (3895, 5621)
8102: (15942, 13425)
8103: (13723, 10525)
8104: (6449, 15105)
8105: (12597, 6867)
8106: (13641, 18210)
8107: (7690, 21196)
8108: (9664, 10599)
8109: (12779, 14227)
8110: (12739, 11145)
8111: (6442, 21714)
8112: (5844, 18930)
8113: (16109, 17509)
8114: (13732, 11218)
8115: (12406, 10436)
8116: (11855, 5492)
8117: (13187, 19603)
8118: (16971, 12351)
8119: (14060, 12396)
8120: (12265, 12468)
8121: (12376, 14300)
8122: (11993, 18968)
8123: (8477, 12298)
8124: (8740, 14344)
8125: (8753, 21894)
8126: (2180, 8632)
8127: (7812, 20095)
8128: (9362, 3859)
8129: (2426, 9225)
8130: (14533, 18305)
8131: (3521, 8865)
8132: (14834, 14688)
8133: (7363, 23081)
8134: (12074, 13441)
8135: (6094, 16559)
8136: (8229, 22789)
8137: (13436, 12478)
8138: (2972, 8767)
8139: (3295, 6570)
8140: (8373, 12229)
8141: (9311, 12975)
8142: (2626, 7391)
8143: (8852, 11338)
8144: (16229, 16954)
8145: (13415, 7913)
8146: (15546, 14913)
8147: (14619, 15295)
8148: (14408, 15010)
8149: (11123, 10996)
8150: (11403, 14827)
8151: (12492, 15147)
8152: (6095, 4174)
8153: (14290, 12897)
8154: (3637, 2786)
8155: (14117, 12186)
8156: (14814, 15708)
8157: (10597, 16899)
8158: (5795, 2081)
8159: (11670, 15643)
8160: (8345, 743)
8161: (9266, 4717)
8162: (11038, 10975)
8163: (6432, 8076)
8164: (8683, 7184)
8165: (11958, 3859)
8166: (7318, 5191)
8167: (6199, 8196)
8168: (11026, 8482)
8169: (8530, 7394)
8170: (5881, 8635)
8171: (4757, 8200)
8172: (10895, 2494)
8173: (3336, 8440)
8174: (12652, 2306)
8175: (3005, 8017)
8176: (3895, 10411)
8177: (1298, 8434)
8178: (1250, 8472)
8179: (2095, 7372)
8180: (13416, 19934)
8181: (14948, 2884)
8182: (12814, 19074)
8183: (9257, 21203)
8184: (13966, 3554)
8185: (10264, 20297)
8186: (12936, 4316)
8187: (14174, 19307)
8188: (10732, 18191)
8189: (16914, 16077)
8190: (3384, 1060)
8191: (4772, 4623)
8192: (5487, 5773)
8193: (7328, 11551)
8194: (15518, 11142)
8195: (3589, 2420)
8196: (13937, 14513)
8197: (14517, 17064)
8198: (12829, 19911)
8199: (3657, 10447)
8200: (10699, 2469)
8201: (13651, 3930)
8202: (11360, 4077)
8203: (3706, 7760)
8204: (2351, 5673)
8205: (12651, 21211)
8206: (1592, 7048)
8207: (1786, 8540)
8208: (825, 8629)
8209: (9956, 10270)
8210: (12233, 16028)
8211: (9944, 21282)
8212: (13371, 17127)
8213: (11414, 17940)
8214: (2182, 9132)
8215: (10611, 15718)
8216: (5075, 6551)
8217: (12841, 10714)
8218: (10996, 11719)
8219: (16999, 16414)
8220: (12067, 18236)
8221: (11095, 13176)
8222: (12414, 7041)
8223: (3643, 8298)
8224: (14620, 11499)
8225: (6726, 4790)
8226: (5795, 10679)
8227: (3574, 2107)
8228: (7943, 7598)
8229: (14044, 4531)
8230: (14567, 10272)
8231: (10392, 15014)
8232: (12781, 9358)
8233: (3817, 8954)
8234: (3082, 19312)
8235: (7636, 14499)
8236: (3612, 9975)
8237: (3349, 11593)
8238: (6739, 13813)
8239: (3654, 9941)
8240: (10148, 15277)
8241: (14476, 17818)
8242: (16031, 19507)
8243: (15144, 17221)
8244: (13888, 19264)
8245: (2135, 8040)
8246: (9372, 9886)
8247: (6952, 967)
8248: (12667, 13591)
8249: (13759, 16311)
8250: (14403, 14476)
8251: (14006, 9908)
8252: (17947, 12054)
8253: (13940, 11112)
8254: (15862, 15610)
8255: (6340, 4687)
8256: (12912, 12234)
8257: (13552, 3604)
8258: (6618, 16511)
8259: (12962, 9184)
8260: (12602, 12272)
8261: (8655, 11012)
8262: (9991, 4980)
8263: (9083, 6986)
8264: (8864, 7123)
8265: (9552, 6499)
8266: (11143, 2970)
8267: (8962, 6811)
8268: (9083, 1669)
8269: (12168, 2443)
8270: (9359, 7173)
8271: (9456, 2267)
8272: (8957, 6327)
8273: (8530, 7042)
8274: (10873, 9919)
8275: (10668, 8741)
8276: (7405, 7646)
8277: (14203, 2678)
8278: (11546, 8724)
8279: (12270, 8603)
8280: (9540, 1132)
8281: (9200, 4713)
8282: (12480, 8201)
8283: (11041, 8963)
8284: (14698, 892)
8285: (11573, 8480)
8286: (8507, 7158)
8287: (10620, 8667)
8288: (10574, 11489)
8289: (12058, 11958)
8290: (5072, 15941)
8291: (2525, 13425)
8292: (10260, 10706)
8293: (10389, 6898)
8294: (13004, 21223)
8295: (6410, 20518)
8296: (6364, 20510)
8297: (4210, 7037)
8298: (11884, 18554)
8299: (9572, 8764)
8300: (9564, 11986)
8301: (3612, 10013)
8302: (2173, 6508)
8303: (13956, 15921)
8304: (13476, 1116)
8305: (5990, 12731)
8306: (8912, 18805)
8307: (8969, 21535)
8308: (6446, 17104)
8309: (8276, 12459)
8310: (8600, 12150)
8311: (8397, 10659)
8312: (9984, 10408)
8313: (8497, 6902)
8314: (3215, 7608)
8315: (14269, 16646)
8316: (16505, 16150)
8317: (8240, 18487)
8318: (10188, 4159)
8319: (4985, 4506)
8320: (13645, 14480)
8321: (13108, 16072)
8322: (3750, 10324)
8323: (11991, 3129)
8324: (2439, 9005)
8325: (8013, 2252)
8326: (15563, 13447)
8327: (6243, 5562)
8328: (9771, 9330)
8329: (10185, 9781)
8330: (13688, 3102)
8331: (12806, 18561)
8332: (2875, 8410)
8333: (736, 8806)
8334: (12923, 20307)
8335: (17171, 13626)
8336: (11227, 11449)
8337: (3016, 6639)
8338: (894, 8747)
8339: (11428, 18958)
8340: (11381, 10854)
8341: (4232, 7295)
8342: (4244, 10395)
8343: (9565, 12954)
8344: (909, 8543)
8345: (5750, 6076)
8346: (12201, 3464)
8347: (14433, 10146)
8348: (9642, 1489)
8349: (12703, 18102)
8350: (5805, 5012)
8351: (3531, 757)
8352: (2843, 5659)
8353: (10190, 9508)
8354: (15687, 4787)
8355: (14633, 12279)
8356: (4686, 6557)
8357: (15807, 11200)
8358: (12582, 5640)
8359: (3803, 9915)
8360: (2655, 9268)
8361: (2268, 9896)
8362: (8790, 8708)
8363: (10819, 17131)
8364: (12739, 9703)
8365: (10939, 11021)
8366: (1535, 10134)
8367: (9756, 19781)
8368: (8822, 18411)
8369: (9272, 11077)
8370: (1123, 7978)
8371: (3168, 7555)
8372: (2275, 7042)
8373: (7340, 894)
8374: (4600, 6309)
8375: (2283, 10204)
8376: (5771, 6021)
8377: (10589, 11024)
8378: (3348, 7178)
8379: (3364, 7510)
8380: (9066, 20066)
8381: (5692, 11901)
8382: (6760, 23205)
8383: (12848, 14623)
8384: (8907, 3613)
8385: (14826, 20322)
8386: (10035, 9171)
8387: (13155, 10846)
8388: (6653, 15454)
8389: (1674, 12199)
8390: (1668, 8582)
8391: (6708, 890)
8392: (13700, 20176)
8393: (7697, 20832)
8394: (9570, 4776)
8395: (7143, 21765)
8396: (14235, 12938)
8397: (12344, 10349)
8398: (7187, 20672)
8399: (12036, 8085)
8400: (12321, 9907)
8401: (14754, 12152)
8402: (8900, 10137)
8403: (10070, 16697)
8404: (12860, 11214)
8405: (3275, 10351)
8406: (1934, 8799)
8407: (1749, 7620)
8408: (14064, 2441)
8409: (11180, 13572)
8410: (15196, 16351)
8411: (9552, 12099)
8412: (7349, 3001)
8413: (15799, 18289)
8414: (15668, 19933)
8415: (12323, 13573)
8416: (8920, 10600)
8417: (3324, 9796)
8418: (9278, 15595)
8419: (14012, 10469)
8420: (8903, 15888)
8421: (3554, 11655)
8422: (12174, 11527)
8423: (8381, 11899)
8424: (9925, 5037)
8425: (9066, 9920)
8426: (14608, 14059)
8427: (1517, 8621)
8428: (10761, 13525)
8429: (3447, 7308)
8430: (10011, 3538)
8431: (11290, 15085)
8432: (15153, 11928)
8433: (3583, 3173)
8434: (8044, 11864)
8435: (17660, 12149)
8436: (9001, 18096)
8437: (15340, 17011)
8438: (6527, 20952)
8439: (10156, 18687)
8440: (5011, 15074)
8441: (11248, 18005)
8442: (10399, 10064)
8443: (14869, 15132)
8444: (15726, 20633)
8445: (10136, 16473)
8446: (10995, 11086)
8447: (6135, 16620)
8448: (8855, 9474)
8449: (8526, 9856)
8450: (14013, 13029)
8451: (3175, 9744)
8452: (8272, 21688)
8453: (7345, 11662)
8454: (13972, 12508)
8455: (13171, 18561)
8456: (11174, 12111)
8457: (10176, 7927)
8458: (14596, 11012)
8459: (8620, 1796)
8460: (8680, 1798)
8461: (3880, 12726)
8462: (9171, 9344)
8463: (2804, 9401)
8464: (17809, 12088)
8465: (6866, 2005)
8466: (3144, 7936)
8467: (10460, 9473)
8468: (4535, 9948)
8469: (13320, 4139)
8470: (1022, 7814)
8471: (4042, 16558)
8472: (9347, 12219)
8473: (14051, 17940)
8474: (11702, 14771)
8475: (10142, 20181)
8476: (3018, 16655)
8477: (9904, 9660)
8478: (10307, 2590)
8479: (2145, 6236)
8480: (3413, 1960)
8481: (4625, 9742)
8482: (10322, 2669)
8483: (3787, 10227)
8484: (12169, 10319)
8485: (9667, 5592)
8486: (8500, 10712)
8487: (966, 8427)
8488: (7738, 3422)
8489: (13130, 12628)
8490: (864, 8702)
8491: (3155, 8762)
8492: (2112, 7656)
8493: (15048, 12230)
8494: (12156, 12434)
8495: (11890, 11653)
8496: (11758, 11266)
8497: (12240, 18300)
8498: (4408, 6843)
8499: (9903, 3892)
8500: (2823, 9086)
8501: (3245, 7561)
8502: (9549, 11619)
8503: (16666, 15262)
8504: (15229, 12657)
8505: (14866, 14526)
8506: (4026, 15962)
8507: (1321, 10876)
8508: (3672, 1809)
8509: (12229, 13668)
8510: (1314, 6537)
8511: (978, 6996)
8512: (3189, 7189)
8513: (4855, 12387)
8514: (10392, 9449)
8515: (16645, 18605)
8516: (14135, 17568)
8517: (11697, 16948)
8518: (11204, 15263)
8519: (14395, 21267)
8520: (12280, 17850)
8521: (2577, 8541)
8522: (6798, 7852)
8523: (5647, 7953)
8524: (7058, 15214)
8525: (1064, 8110)
8526: (3331, 15932)
8527: (11861, 19374)
8528: (9421, 11160)
8529: (2828, 14953)
8530: (10931, 20233)
8531: (13796, 20231)
8532: (14300, 4592)
8533: (757, 8149)
8534: (4794, 7356)
8535: (13441, 2705)
8536: (1275, 8241)
8537: (3946, 15455)
8538: (1201, 6740)
8539: (2262, 12161)
8540: (2715, 6925)
8541: (9106, 10172)
8542: (2888, 8129)
8543: (6754, 3521)
8544: (4010, 9758)
8545: (10608, 9991)
8546: (12194, 12469)
8547: (11653, 10741)
8548: (15954, 11228)
8549: (10408, 9958)
8550: (17684, 12105)
8551: (12799, 11450)
8552: (2160, 9296)
8553: (16257, 19397)
8554: (12471, 18565)
8555: (6847, 23029)
8556: (12485, 9631)
8557: (11227, 16684)
8558: (6388, 1823)
8559: (6090, 2409)
8560: (10478, 8677)
8561: (9100, 7840)
8562: (3047, 8292)
8563: (3559, 10324)
8564: (7771, 5178)
8565: (7594, 5245)
8566: (12111, 13854)
8567: (13471, 15436)
8568: (13503, 5438)
8569: (6176, 7163)
8570: (14092, 15473)
8571: (9576, 2539)
8572: (15037, 21854)
8573: (5546, 22907)
8574: (5640, 19839)
8575: (3848, 8895)
8576: (11967, 9847)
8577: (8256, 21559)
8578: (3532, 9232)
8579: (12122, 1174)
8580: (11882, 10504)
8581: (10566, 15918)
8582: (10448, 15859)
8583: (8062, 2401)
8584: (8903, 11499)
8585: (10504, 10330)
8586: (10791, 10578)
8587: (11138, 10829)
8588: (14376, 10102)
8589: (14536, 17672)
8590: (15106, 19151)
8591: (6593, 22106)
8592: (13947, 11446)
8593: (17057, 12435)
8594: (13451, 21401)
8595: (15159, 18014)
8596: (12708, 16051)
8597: (11148, 18150)
8598: (13949, 5573)
8599: (6700, 7188)
8600: (11965, 16193)
8601: (12687, 12342)
8602: (14172, 21399)
8603: (9333, 9293)
8604: (11984, 12468)
8605: (9283, 1970)
8606: (11653, 4528)
8607: (1027, 7766)
8608: (6149, 15327)
8609: (1802, 8295)
8610: (4385, 5244)
8611: (1992, 7856)
8612: (14069, 11826)
8613: (9852, 13981)
8614: (12902, 4865)
8615: (12988, 18807)
8616: (13549, 18466)
8617: (3741, 9174)
8618: (5445, 19666)
8619: (8505, 582)
8620: (11307, 7874)
8621: (11210, 7874)
8622: (12208, 20352)
8623: (13822, 10716)
8624: (7758, 2126)
8625: (3197, 6247)
8626: (9886, 5636)
8627: (4113, 8997)
8628: (10226, 11428)
8629: (17766, 11301)
8630: (3829, 10628)
8631: (9496, 2383)
8632: (7527, 19218)
8633: (12038, 10542)
8634: (3004, 7378)
8635: (14846, 10623)
8636: (9051, 10369)
8637: (7489, 8712)
8638: (9847, 11919)
8639: (6428, 19565)
8640: (10553, 2638)
8641: (9187, 10352)
8642: (2738, 8507)
8643: (5001, 10333)
8644: (10938, 115)
8645: (15193, 18251)
8646: (15094, 15389)
8647: (13781, 4956)
8648: (13958, 2973)
8649: (12810, 8040)
8650: (14158, 11316)
8651: (16282, 14798)
8652: (10667, 8940)
8653: (16825, 15255)
8654: (12071, 9579)
8655: (14552, 11306)
8656: (14537, 11845)
8657: (13060, 11175)
8658: (13762, 12952)
8659: (14335, 11907)
8660: (5672, 7444)
8661: (17153, 14988)
8662: (11751, 10830)
8663: (12032, 14875)
8664: (9052, 10335)
8665: (6909, 5991)
8666: (9150, 3814)
8667: (12728, 16206)
8668: (8184, 4420)
8669: (16126, 16692)
8670: (6418, 4644)
8671: (12849, 13589)
8672: (4472, 12899)
8673: (9139, 19269)
8674: (8747, 10832)
8675: (10229, 10109)
8676: (10252, 6984)
8677: (13166, 11980)
8678: (13042, 12387)
8679: (11510, 18440)
8680: (11007, 13077)
8681: (13732, 19261)
8682: (11540, 11799)
8683: (14037, 19468)
8684: (9534, 19509)
8685: (15358, 21104)
8686: (4474, 7064)
8687: (6543, 8355)
8688: (6372, 7684)
8689: (17161, 12562)
8690: (6732, 7465)
8691: (1168, 12042)
8692: (10498, 11173)
8693: (12350, 21183)
8694: (10936, 12467)
8695: (9451, 4255)
8696: (8968, 5009)
8697: (4930, 2177)
8698: (15792, 15808)
8699: (8599, 21760)
8700: (15706, 20103)
8701: (9281, 20357)
8702: (7836, 20314)
8703: (5901, 4574)
8704: (2800, 8923)
8705: (7777, 21019)
8706: (5348, 8099)
8707: (11593, 16272)
8708: (4027, 10390)
8709: (5654, 6886)
8710: (10325, 4572)
8711: (1582, 12808)
8712: (3790, 10459)
8713: (3407, 8244)
8714: (2721, 7585)
8715: (2859, 8550)
8716: (11831, 10878)
8717: (4026, 7427)
8718: (4689, 7081)
8719: (13430, 12933)
8720: (13448, 14858)
8721: (11736, 9956)
8722: (12601, 9852)
8723: (11744, 15062)
8724: (6280, 3112)
8725: (12208, 13299)
8726: (12843, 15940)
8727: (13324, 16389)
8728: (9471, 4359)
8729: (10998, 10548)
8730: (13178, 4703)
8731: (5692, 3521)
8732: (8709, 20384)
8733: (3746, 9757)
8734: (12752, 10298)
8735: (15093, 11391)
8736: (7719, 22789)
8737: (13900, 11147)
8738: (11665, 20336)
8739: (7672, 18776)
8740: (11760, 11459)
8741: (4255, 17121)
8742: (13626, 17544)
8743: (8371, 21495)
8744: (13931, 19184)
8745: (10693, 13231)
8746: (4168, 9710)
8747: (9771, 11261)
8748: (10101, 10977)
8749: (13056, 19569)
8750: (3935, 10526)
8751: (4700, 7806)
8752: (2052, 11667)
8753: (10032, 4463)
8754: (2521, 9177)
8755: (693, 10074)
8756: (4540, 7029)
8757: (12904, 11315)
8758: (3904, 9583)
8759: (2306, 7917)
8760: (4596, 7307)
8761: (3304, 7586)
8762: (10285, 20379)
8763: (7616, 20408)
8764: (7532, 20352)
8765: (10520, 2304)
8766: (7107, 20538)
8767: (3469, 18594)
8768: (7626, 19630)
8769: (3690, 19452)
8770: (5986, 986)
8771: (14388, 4267)
8772: (12205, 1947)
8773: (13214, 6872)
8774: (12296, 3325)
8775: (14358, 11418)
8776: (12141, 2722)
8777: (13440, 4023)
8778: (10673, 18846)
8779: (2371, 7625)
8780: (15638, 20632)
8781: (13243, 9642)
8782: (7992, 13450)
8783: (12169, 14412)
8784: (15561, 11929)
8785: (2671, 8368)
8786: (11992, 13037)
8787: (3714, 10902)
8788: (1582, 7480)
8789: (7495, 11464)
8790: (4212, 7241)
8791: (3065, 8836)
8792: (10408, 15075)
8793: (6471, 17364)
8794: (10651, 12883)
8795: (8965, 11069)
8796: (6469, 6097)
8797: (2062, 9073)
8798: (3898, 9710)
8799: (11392, 15285)
8800: (13178, 10645)
8801: (2916, 8848)
8802: (12432, 10648)
8803: (5978, 7039)
8804: (7803, 9350)
8805: (15180, 15233)
8806: (8197, 10259)
8807: (11496, 10171)
8808: (11850, 10298)
8809: (3069, 11041)
8810: (9068, 21400)
8811: (11418, 18531)
8812: (6594, 6661)
8813: (3694, 10296)
8814: (4180, 10839)
8815: (4285, 9061)
8816: (11785, 12249)
8817: (17537, 12535)
8818: (6292, 10049)
8819: (2008, 8535)
8820: (14999, 14799)
8821: (17948, 12436)
8822: (8911, 16054)
8823: (2855, 8820)
8824: (14144, 14049)
8825: (14252, 12110)
8826: (8266, 21164)
8827: (5845, 4830)
8828: (13578, 14025)
8829: (13753, 11012)
8830: (14345, 11032)
8831: (12855, 13306)
8832: (9863, 10832)
8833: (14621, 12793)
8834: (13547, 2612)
8835: (10566, 19905)
8836: (4296, 2666)
8837: (7626, 20533)
8838: (14741, 16629)
8839: (9116, 19398)
8840: (5593, 5770)
8841: (11228, 5504)
8842: (12801, 9138)
8843: (7550, 3618)
8844: (9817, 7354)
8845: (9136, 11893)
8846: (5722, 1258)
8847: (5866, 8538)
8848: (5897, 1923)
8849: (6160, 1585)
8850: (13239, 9486)
8851: (3306, 8593)
8852: (17146, 13062)
8853: (12646, 14207)
8854: (5602, 7617)
8855: (12085, 9869)
8856: (914, 8206)
8857: (2135, 7979)
8858: (2089, 12726)
8859: (3196, 9429)
8860: (2015, 9274)
8861: (2300, 8923)
8862: (3230, 1320)
